epoch,train_loss,test_loss,mean_iou,seconds
1,1.8163025379180908,0.995977520942688,0.06738156126247276,48.16658568382263
2,0.7582839727401733,0.5251164436340332,0.1761538173279043,44.78547120094299
3,0.43533557653427124,0.35122013092041016,0.3647316010586947,43.354639291763306
4,0.3003949820995331,0.26192858815193176,0.4899761671728662,43.1416118144989
5,0.2443103790283203,0.21974027156829834,0.5676099850159636,42.990158557891846
6,0.19363726675510406,0.21732771396636963,0.5491284002290006,42.5459623336792
7,0.17037948966026306,0.18522660434246063,0.6252131054699388,42.905884742736816
8,0.148116335272789,0.18234401941299438,0.6347351951161787,42.87912464141846
9,0.13288386166095734,0.171444371342659,0.648398171277562,42.735424518585205
10,0.12475748360157013,0.17308226227760315,0.6442817852908072,42.54239845275879
11,0.11771883815526962,0.17005012929439545,0.6551312635505386,42.5590238571167
12,0.10793408006429672,0.1680477112531662,0.6562505507704675,42.680931091308594
13,0.1002127155661583,0.16497841477394104,0.665997147252285,42.275736808776855
14,0.09372603893280029,0.15963751077651978,0.6749456241242282,44.16078305244446
15,0.09599289298057556,0.16062434017658234,0.6724332544374182,43.23853349685669
16,0.09633451700210571,0.1655518263578415,0.6664984417449615,44.491048097610474
17,0.08942227065563202,0.15878188610076904,0.6840740262501567,43.18757128715515
18,0.08390433341264725,0.16150328516960144,0.677149065719694,43.24476981163025
19,0.07975787669420242,0.15871626138687134,0.6871965834273673,43.37310075759888
20,0.07503806799650192,0.1526716947555542,0.6945763000653723,43.331785678863525
21,0.07358955591917038,0.1581951379776001,0.6937860226005047,43.95791959762573
22,0.07570744305849075,0.16272923350334167,0.6818569400391367,43.18484306335449
23,0.06941632926464081,0.15329425036907196,0.6967138531225389,43.19354248046875
24,0.06825920939445496,0.15495741367340088,0.7043000387610814,43.38288736343384
25,0.06284119188785553,0.15600275993347168,0.7009420173712938,44.216352701187134
26,0.06958572566509247,0.1612163782119751,0.6929699582652377,43.70675706863403
27,0.06957879662513733,0.15890657901763916,0.6973928786836598,46.58651661872864
28,0.06556273996829987,0.15764878690242767,0.697868301808032,44.821101903915405
29,0.06174206733703613,0.153594970703125,0.7089750183274044,43.23064208030701
30,0.06345967948436737,0.15668676793575287,0.7020046849951536,43.32264232635498
31,0.06119421869516373,0.15812039375305176,0.7010759209694861,43.40571331977844
32,0.06150224804878235,0.15724171698093414,0.7098923924822529,45.38422608375549
33,0.056074321269989014,0.1634582132101059,0.6975188683697918,43.255961179733276
34,0.05455603450536728,0.15810780227184296,0.7098508368113724,44.324968099594116
35,0.05656067281961441,0.15855702757835388,0.7072908614598753,43.85129737854004
36,0.055662233382463455,0.1543552726507187,0.7142940485115536,44.81223225593567
37,0.05197959393262863,0.1552591174840927,0.7155546909829467,43.215991258621216
38,0.050784505903720856,0.15712644159793854,0.7145442823152747,43.89523911476135
39,0.05582769587635994,0.17012055218219757,0.6943453424287165,44.8456027507782
